tenure_months,monthly_charges,total_charges,num_products,has_internet,has_phone,contract_type,payment_method,support_calls,late_payments,avg_monthly_spend,charges_per_product,customer_value,service_usage_score,churn
5,31.29,164.74,2,0,1,Month-to-Month,Credit card,0,0,32.95,15.645,329.48,3,0
26,28.72,732.57,2,0,0,Month-to-Month,Credit card,3,0,28.18,14.36,1465.14,2,0
62,91.91,5981.38,3,1,1,One Year,Electronic check,1,2,96.47,30.636666666666667,17944.14,5,0
4,62.01,270.35,1,1,1,Month-to-Month,Electronic check,3,0,67.59,62.01,270.35,3,1
42,110.54,4642.1,2,0,0,Month-to-Month,Bank transfer,3,0,110.53,55.27,9284.2,2,0
18,93.97,1661.18,1,1,1,Month-to-Month,Electronic check,2,1,92.29,93.97,1661.18,3,0
40,39.13,1433.1,2,0,0,Month-to-Month,Electronic check,2,1,35.83,19.565,2866.2,2,1
39,81.38,3422.88,1,0,1,Month-to-Month,Bank transfer,1,2,87.77,81.38,3422.88,2,1
14,63.55,844.58,4,1,1,Month-to-Month,Credit card,2,1,60.33,15.8875,3378.32,6,0
32,77.72,2270.15,3,0,1,Month-to-Month,Bank transfer,0,0,70.94,25.906666666666666,6810.450000000001,4,0
51,93.81,4819.91,1,0,1,Month-to-Month,Bank transfer,1,0,94.51,93.81,4819.91,2,1
38,100.62,4088.07,4,1,0,Month-to-Month,Bank transfer,2,0,107.58,25.155,16352.28,5,0
23,104.37,2355.69,1,1,1,One Year,Mailed check,1,0,102.42,104.37,2355.69,3,1
63,45.4,3022.13,1,1,0,Two Year,Credit card,2,0,47.97,45.4,3022.13,2,0
15,23.11,369.97,4,1,1,Month-to-Month,Mailed check,2,1,24.66,5.7775,1479.88,6,0
25,93.93,2326.84,1,1,1,Month-to-Month,Mailed check,1,0,93.07,93.93,2326.84,3,1
17,30.63,530.18,1,0,1,Month-to-Month,Electronic check,0,0,31.19,30.63,530.18,2,1
66,51.49,3421.39,3,1,1,One Year,Bank transfer,2,0,51.84,17.163333333333334,10264.17,5,0
53,20.38,1175.02,4,0,1,Month-to-Month,Bank transfer,3,0,22.17,5.095,4700.08,5,0
51,88.17,4699.47,4,1,1,Month-to-Month,Mailed check,3,1,92.15,22.0425,18797.88,6,0
39,36.71,1553.48,2,1,1,One Year,Electronic check,1,0,39.83,18.355,3106.96,4,0
51,85.53,4117.77,1,1,1,Month-to-Month,Electronic check,2,0,80.74,85.53,4117.77,3,0
70,119.17,8025.3,3,0,1,One Year,Electronic check,3,0,114.65,39.723333333333336,24075.9,4,0
6,27.27,149.58,1,1,1,Month-to-Month,Credit card,1,1,24.93,27.27,149.58,3,0
67,27.71,1856.54,1,0,1,One Year,Mailed check,2,0,27.71,27.71,1856.54,2,0
7,54.04,406.57,2,0,0,Month-to-Month,Credit card,1,0,58.08,27.02,813.14,2,1
51,106.64,5250.3,1,1,1,Two Year,Electronic check,4,1,102.95,106.64,5250.3,3,0
42,41.55,1615.36,3,0,0,One Year,Electronic check,2,1,38.46,13.85,4846.08,3,0
64,56.04,3277.0,3,1,1,Month-to-Month,Electronic check,5,0,51.2,18.68,9831.0,5,0
15,26.85,398.52,2,0,0,Month-to-Month,Bank transfer,2,1,26.57,13.425,797.04,2,0
29,96.32,2605.58,1,1,1,Month-to-Month,Mailed check,4,0,89.85,96.32,2605.58,3,0
33,60.83,1945.6,3,1,1,Two Year,Bank transfer,3,0,58.96,20.276666666666667,5836.799999999999,5,0
27,95.92,2755.58,1,1,1,Two Year,Credit card,0,0,102.06,95.92,2755.58,3,0
36,110.36,3880.82,1,1,1,Month-to-Month,Bank transfer,3,1,107.8,110.36,3880.82,3,0
29,43.28,1282.7,1,1,1,Two Year,Mailed check,1,1,44.23,43.28,1282.7,3,0
38,100.74,3829.77,2,1,1,Month-to-Month,Bank transfer,3,0,100.78,50.37,7659.54,4,0
57,25.91,1541.42,1,1,1,Month-to-Month,Electronic check,2,1,27.04,25.91,1541.42,3,0
27,109.88,2762.74,3,1,0,Two Year,Credit card,1,0,102.32,36.626666666666665,8288.22,4,0
55,85.08,5072.88,1,1,1,One Year,Credit card,0,0,92.23,85.08,5072.88,3,0
33,107.42,3646.69,3,1,1,Month-to-Month,Electronic check,1,0,110.51,35.806666666666665,10940.07,5,0
68,20.02,1299.0,1,1,1,One Year,Electronic check,1,1,19.1,20.02,1299.0,3,0
66,36.91,2252.5,3,1,0,Two Year,Electronic check,4,0,34.13,12.303333333333333,6757.5,4,0
10,58.98,548.48,3,1,1,One Year,Mailed check,1,1,54.85,19.66,1645.44,5,0
5,57.95,306.13,1,1,1,Two Year,Bank transfer,2,0,61.23,57.95,306.13,3,0
38,42.67,1650.03,1,0,1,One Year,Credit card,3,0,43.42,42.67,1650.03,2,0
13,58.16,738.05,3,0,1,Month-to-Month,Bank transfer,3,2,56.77,19.386666666666667,2214.1499999999996,4,1
31,32.88,985.22,4,1,1,Two Year,Electronic check,1,0,31.78,8.22,3940.88,6,0
47,61.28,3085.09,2,0,1,Month-to-Month,Electronic check,2,1,65.64,30.64,6170.18,3,0
52,100.24,5603.17,4,1,1,Two Year,Bank transfer,4,0,107.75,25.06,22412.68,6,1
56,67.91,3864.77,4,1,1,Month-to-Month,Credit card,5,1,69.01,16.9775,15459.08,6,1
15,21.8,328.61,1,1,1,One Year,Mailed check,1,0,21.91,21.8,328.61,3,0
29,62.14,1916.11,2,0,0,Month-to-Month,Bank transfer,2,2,66.07,31.07,3832.22,2,1
8,22.72,190.82,4,0,0,Month-to-Month,Electronic check,3,0,23.85,5.68,763.28,4,0
5,116.62,571.48,1,1,1,Month-to-Month,Electronic check,2,0,114.3,116.62,571.48,3,1
29,32.75,870.49,4,1,1,Two Year,Mailed check,2,0,30.02,8.1875,3481.96,6,0
47,90.77,4495.28,4,1,1,Two Year,Bank transfer,3,0,95.64,22.6925,17981.12,6,0
68,117.28,7446.62,1,1,0,Month-to-Month,Mailed check,2,0,109.51,117.28,7446.62,2,1
45,102.6,4170.42,1,1,0,Two Year,Mailed check,0,1,92.68,102.6,4170.42,2,0
2,89.93,192.21,1,1,1,Two Year,Credit card,4,0,96.1,89.93,192.21,3,1
27,103.95,2850.58,2,1,0,One Year,Credit card,1,0,105.58,51.975,5701.16,3,0
36,118.18,4587.75,4,0,1,Month-to-Month,Electronic check,0,0,127.44,29.545,18351.0,5,0
36,82.13,2947.57,1,1,0,Two Year,Bank transfer,3,0,81.88,82.13,2947.57,2,0
26,75.92,2142.29,3,1,0,One Year,Credit card,3,2,82.4,25.30666666666667,6426.87,4,1
43,82.82,3457.25,4,1,1,Two Year,Electronic check,2,1,80.4,20.705,13829.0,6,0
27,73.27,2067.12,3,0,1,Two Year,Bank transfer,3,1,76.56,24.423333333333332,6201.36,4,0
69,83.51,5532.84,2,1,1,Two Year,Electronic check,1,1,80.19,41.755,11065.68,4,0
20,64.98,1169.94,1,1,1,One Year,Credit card,1,0,58.5,64.98,1169.94,3,0
11,41.84,449.17,3,1,1,Month-to-Month,Electronic check,2,1,40.83,13.946666666666667,1347.51,5,1
38,32.02,1274.62,2,0,1,Month-to-Month,Bank transfer,3,0,33.54,16.01,2549.24,3,1
6,26.83,149.71,1,1,1,Month-to-Month,Bank transfer,4,0,24.95,26.83,149.71,3,1
23,46.33,1066.61,3,1,1,Month-to-Month,Electronic check,2,1,46.37,15.443333333333333,3199.83,5,0
47,24.61,1090.12,3,1,0,One Year,Bank transfer,4,0,23.19,8.203333333333333,3270.3599999999997,4,0
46,76.72,3228.88,2,1,1,One Year,Electronic check,1,1,70.19,38.36,6457.76,4,0
12,48.38,594.2,1,1,0,Two Year,Bank transfer,0,0,49.52,48.38,594.2,2,0
13,102.45,1452.24,1,1,1,Month-to-Month,Electronic check,3,1,111.71,102.45,1452.24,3,1
62,27.42,1635.68,3,1,1,Month-to-Month,Electronic check,6,1,26.38,9.14,4907.04,5,0
60,42.64,2599.66,3,1,1,Month-to-Month,Electronic check,3,0,43.33,14.213333333333333,7798.98,5,0
43,93.02,4362.73,3,0,1,Month-to-Month,Mailed check,3,2,101.46,31.006666666666664,13088.189999999999,4,0
68,79.88,5595.32,1,1,1,Month-to-Month,Bank transfer,3,0,82.28,79.88,5595.32,3,0
5,26.45,136.83,2,0,1,One Year,Credit card,4,0,27.37,13.225,273.66,3,0
37,107.72,3729.7,2,1,1,Month-to-Month,Electronic check,2,0,100.8,53.86,7459.4,4,1
31,107.73,3334.69,1,0,1,One Year,Mailed check,1,1,107.57,107.73,3334.69,2,0
9,53.04,464.67,4,0,1,Month-to-Month,Credit card,5,0,51.63,13.26,1858.68,5,0
51,54.04,2740.03,2,1,1,Two Year,Electronic check,3,0,53.73,27.02,5480.06,4,0
29,118.9,3655.56,3,0,0,Two Year,Credit card,3,0,126.05,39.63333333333333,10966.68,3,1
40,82.62,3278.82,4,1,0,Two Year,Mailed check,0,0,81.97,20.655,13115.28,5,0
41,73.13,2736.19,4,0,1,Two Year,Credit card,0,1,66.74,18.2825,10944.76,5,0
11,103.82,1234.65,2,1,1,Two Year,Electronic check,2,0,112.24,51.91,2469.3,4,0
23,48.53,1126.19,4,1,1,Two Year,Credit card,2,0,48.96,12.1325,4504.76,6,0
1,62.92,68.26,4,1,1,One Year,Credit card,2,2,68.26,15.73,273.04,6,0
46,46.78,2183.02,2,1,1,Month-to-Month,Electronic check,0,1,47.46,23.39,4366.04,4,1
21,98.92,1898.52,2,0,1,Month-to-Month,Mailed check,0,2,90.41,49.46,3797.04,3,1
36,77.33,2813.32,4,1,1,Month-to-Month,Mailed check,2,0,78.15,19.3325,11253.28,6,0
54,85.88,4707.77,3,0,0,One Year,Credit card,0,2,87.18,28.626666666666665,14123.310000000001,3,0
57,45.23,2430.82,1,1,1,Month-to-Month,Bank transfer,0,1,42.65,45.23,2430.82,3,0
1,42.02,41.78,4,1,1,Two Year,Credit card,5,0,41.78,10.505,167.12,6,0
63,68.84,4301.74,4,1,1,Two Year,Bank transfer,1,1,68.28,17.21,17206.96,6,0
54,93.76,5187.47,3,0,1,Month-to-Month,Credit card,2,1,96.06,31.253333333333334,15562.41,4,1
55,72.52,3796.84,4,1,1,Month-to-Month,Mailed check,1,0,69.03,18.13,15187.36,6,0
40,23.26,945.61,4,0,1,Two Year,Credit card,0,0,23.64,5.815,3782.44,5,0
15,106.86,1519.85,1,1,1,Month-to-Month,Credit card,0,0,101.32,106.86,1519.85,3,1
21,26.47,549.92,1,1,1,One Year,Bank transfer,0,0,26.19,26.47,549.92,3,0
47,115.58,5022.35,1,1,0,Month-to-Month,Mailed check,0,1,106.86,115.58,5022.35,2,1
53,22.51,1082.63,2,0,1,One Year,Bank transfer,2,0,20.43,11.255,2165.26,3,0
9,89.45,776.16,2,0,1,Month-to-Month,Credit card,4,0,86.24,44.725,1552.32,3,1
52,28.22,1401.28,1,1,1,Two Year,Electronic check,0,1,26.95,28.22,1401.28,3,0
57,111.07,6213.15,1,0,1,One Year,Credit card,1,0,109.0,111.07,6213.15,2,0
26,66.44,1887.05,2,0,0,Month-to-Month,Credit card,3,0,72.58,33.22,3774.1,2,0
41,33.75,1389.9,3,1,0,Month-to-Month,Bank transfer,1,0,33.9,11.25,4169.700000000001,4,0
35,54.08,1912.93,4,0,1,Month-to-Month,Electronic check,2,0,54.66,13.52,7651.72,5,0
63,36.48,2501.22,4,0,1,Two Year,Electronic check,1,2,39.7,9.12,10004.88,5,0
25,37.06,1004.54,1,1,1,One Year,Bank transfer,4,4,40.18,37.06,1004.54,3,0
38,114.81,4697.94,3,1,1,Month-to-Month,Mailed check,3,0,123.63,38.27,14093.82,5,0
2,64.52,118.67,2,0,1,Month-to-Month,Electronic check,1,0,59.34,32.26,237.34,3,0
7,98.88,710.75,1,0,1,Month-to-Month,Electronic check,2,0,101.54,98.88,710.75,2,1
34,83.96,3030.54,3,1,1,One Year,Bank transfer,1,1,89.13,27.986666666666665,9091.619999999999,5,0
17,87.64,1589.87,3,0,1,One Year,Mailed check,4,0,93.52,29.213333333333335,4769.61,4,0
43,33.17,1448.53,3,1,1,Month-to-Month,Mailed check,0,0,33.69,11.056666666666667,4345.59,5,1
59,43.42,2314.57,2,0,1,One Year,Credit card,5,2,39.23,21.71,4629.14,3,0
51,98.68,5509.49,2,1,0,One Year,Credit card,2,0,108.03,49.34,11018.98,3,0
54,117.08,6287.16,4,1,1,Two Year,Bank transfer,3,1,116.43,29.27,25148.64,6,0
24,46.27,1086.85,4,1,1,Two Year,Mailed check,3,0,45.29,11.5675,4347.4,6,0
25,47.16,1154.23,3,1,1,One Year,Bank transfer,1,0,46.17,15.719999999999999,3462.69,5,0
71,67.29,4705.11,3,1,0,One Year,Credit card,2,1,66.27,22.430000000000003,14115.329999999998,4,0
52,118.38,5838.35,2,0,1,Month-to-Month,Bank transfer,0,0,112.28,59.19,11676.7,3,1
70,46.9,3169.63,4,0,0,Two Year,Bank transfer,1,1,45.28,11.725,12678.52,4,0
33,60.7,2197.54,3,1,0,Month-to-Month,Electronic check,0,0,66.59,20.233333333333334,6592.62,4,0
49,109.15,5207.33,4,0,1,Month-to-Month,Electronic check,4,0,106.27,27.2875,20829.32,5,0
29,20.29,591.56,4,0,1,Month-to-Month,Electronic check,4,1,20.4,5.0725,2366.24,5,1
63,23.98,1615.98,3,1,1,Two Year,Credit card,3,2,25.65,7.993333333333333,4847.9400000000005,5,0
22,80.41,1778.72,2,1,1,Month-to-Month,Bank transfer,1,1,80.85,40.205,3557.44,4,0
26,110.74,2778.15,3,1,0,Month-to-Month,Electronic check,4,3,106.85,36.913333333333334,8334.45,4,0
28,43.89,1234.76,3,1,1,Month-to-Month,Electronic check,1,0,44.1,14.63,3704.2799999999997,5,0
49,66.96,3027.8,4,1,1,Month-to-Month,Electronic check,5,0,61.79,16.74,12111.2,6,0
71,65.05,4276.78,3,0,1,Month-to-Month,Credit card,0,0,60.24,21.683333333333334,12830.34,4,0
49,67.3,3425.72,2,1,1,Two Year,Credit card,3,2,69.91,33.65,6851.44,4,0
20,82.25,1782.34,3,0,1,Two Year,Bank transfer,0,0,89.12,27.416666666666668,5347.0199999999995,4,0
63,66.97,4409.54,2,1,1,Month-to-Month,Bank transfer,4,0,69.99,33.485,8819.08,4,0
61,64.75,3613.72,2,1,0,Two Year,Bank transfer,1,0,59.24,32.375,7227.44,3,0
49,67.43,3239.9,4,1,1,One Year,Electronic check,2,1,66.12,16.8575,12959.6,6,0
71,79.09,5056.72,1,1,1,Month-to-Month,Mailed check,2,0,71.22,79.09,5056.72,3,0
1,73.7,73.87,1,0,0,One Year,Credit card,2,0,73.87,73.7,73.87,1,0
13,105.41,1286.25,4,1,1,Two Year,Electronic check,1,0,98.94,26.3525,5145.0,6,0
51,24.95,1366.14,3,1,1,Month-to-Month,Electronic check,2,1,26.79,8.316666666666666,4098.42,5,0
56,103.33,5328.58,4,1,1,Month-to-Month,Bank transfer,3,1,95.15,25.8325,21314.32,6,1
62,104.39,5826.82,2,1,0,Two Year,Bank transfer,1,0,93.98,52.195,11653.64,3,0
32,48.49,1536.52,1,1,0,One Year,Electronic check,2,1,48.02,48.49,1536.52,2,0
30,66.29,1851.65,4,0,1,Month-to-Month,Credit card,4,0,61.72,16.5725,7406.6,5,0
29,63.85,1939.78,3,0,1,One Year,Credit card,2,0,66.89,21.283333333333335,5819.34,4,0
49,41.85,2222.88,4,1,1,Month-to-Month,Electronic check,1,0,45.36,10.4625,8891.52,6,0
45,59.68,2439.57,1,1,1,Two Year,Mailed check,0,1,54.21,59.68,2439.57,3,0
30,24.44,717.89,4,1,1,Month-to-Month,Mailed check,2,0,23.93,6.11,2871.56,6,0
16,47.78,840.44,4,1,1,Month-to-Month,Credit card,2,1,52.53,11.945,3361.76,6,0
40,101.67,4256.05,1,1,1,One Year,Bank transfer,2,0,106.4,101.67,4256.05,3,0
19,48.46,1004.19,2,1,1,Month-to-Month,Mailed check,2,0,52.85,24.23,2008.38,4,0
18,101.82,1709.63,2,1,1,Month-to-Month,Mailed check,0,1,94.98,50.91,3419.26,4,0
1,73.16,69.08,1,0,0,One Year,Bank transfer,3,1,69.08,73.16,69.08,1,0
47,107.99,4725.13,4,1,1,Two Year,Mailed check,1,1,100.53,26.9975,18900.52,6,0
66,77.48,4911.56,1,0,1,Month-to-Month,Electronic check,3,0,74.42,77.48,4911.56,2,1
38,22.97,912.03,2,0,1,One Year,Mailed check,5,2,24.0,11.485,1824.06,3,0
51,87.54,4165.37,3,1,1,Month-to-Month,Bank transfer,4,1,81.67,29.180000000000003,12496.11,5,0
63,24.49,1550.35,4,1,1,Month-to-Month,Electronic check,2,0,24.61,6.1225,6201.4,6,0
4,65.06,248.23,2,0,1,Month-to-Month,Mailed check,2,0,62.06,32.53,496.46,3,1
1,112.94,120.38,4,0,1,Month-to-Month,Credit card,5,1,120.38,28.235,481.52,5,1
8,36.52,263.33,1,0,1,Two Year,Electronic check,0,1,32.92,36.52,263.33,2,0
29,58.99,1615.98,3,1,1,Month-to-Month,Electronic check,2,1,55.72,19.663333333333334,4847.9400000000005,5,0
55,92.99,5222.1,1,0,1,One Year,Credit card,4,0,94.95,92.99,5222.1,2,1
3,108.23,298.5,3,0,1,Month-to-Month,Credit card,6,1,99.5,36.07666666666667,895.5,4,1
32,87.09,2768.1,4,1,0,Two Year,Mailed check,0,2,86.5,21.7725,11072.4,5,0
10,45.82,452.35,4,1,1,One Year,Mailed check,2,1,45.24,11.455,1809.4,6,0
34,87.46,3183.3,1,1,0,One Year,Bank transfer,1,1,93.63,87.46,3183.3,2,0
55,49.67,2800.36,3,0,1,Month-to-Month,Bank transfer,1,0,50.92,16.55666666666667,8401.08,4,0
32,91.84,3020.99,3,1,1,Month-to-Month,Electronic check,3,2,94.41,30.613333333333333,9062.97,5,0
50,115.4,6291.39,4,1,1,Month-to-Month,Credit card,3,0,125.83,28.85,25165.56,6,0
7,92.14,707.2,1,1,1,Two Year,Credit card,4,0,101.03,92.14,707.2,3,0
8,106.29,876.41,3,1,1,Month-to-Month,Bank transfer,2,0,109.55,35.43,2629.23,5,0
65,20.21,1319.43,4,1,0,One Year,Electronic check,4,1,20.3,5.0525,5277.72,5,0
57,91.76,5343.21,2,0,1,One Year,Electronic check,4,0,93.74,45.88,10686.42,3,0
67,102.96,6736.13,1,1,1,Month-to-Month,Bank transfer,4,1,100.54,102.96,6736.13,3,1
59,24.06,1557.93,2,1,1,One Year,Bank transfer,3,1,26.41,12.03,3115.86,4,0
54,107.16,6023.92,1,1,1,One Year,Bank transfer,3,0,111.55,107.16,6023.92,3,0
67,45.67,2931.99,4,0,0,One Year,Mailed check,3,1,43.76,11.4175,11727.96,4,0
51,86.53,4022.71,3,0,1,Month-to-Month,Electronic check,1,0,78.88,28.843333333333334,12068.130000000001,4,0
8,100.04,727.45,3,1,1,Month-to-Month,Electronic check,1,0,90.93,33.34666666666667,2182.3500000000004,5,1
34,86.27,2760.07,3,0,1,Month-to-Month,Electronic check,3,0,81.18,28.756666666666664,8280.210000000001,4,0
35,29.23,968.4,1,0,0,Two Year,Bank transfer,6,0,27.67,29.23,968.4,1,0
32,79.63,2504.86,4,1,1,One Year,Bank transfer,0,0,78.28,19.9075,10019.44,6,0
46,74.96,3251.51,2,1,1,Month-to-Month,Bank transfer,2,2,70.68,37.48,6503.02,4,0
16,110.03,1806.57,4,1,1,Two Year,Bank transfer,2,1,112.91,27.5075,7226.28,6,0
68,60.42,3871.29,2,1,1,Month-to-Month,Credit card,0,0,56.93,30.21,7742.58,4,0
37,52.11,1807.71,1,1,1,Two Year,Bank transfer,7,0,48.86,52.11,1807.71,3,0
54,94.99,5099.95,1,0,1,Two Year,Mailed check,3,0,94.44,94.99,5099.95,2,0
14,61.27,924.46,2,0,1,Two Year,Credit card,4,1,66.03,30.635,1848.92,3,1
55,84.61,4624.05,2,1,1,Two Year,Credit card,6,1,84.07,42.305,9248.1,4,0
48,84.65,3993.19,2,1,1,Month-to-Month,Bank transfer,2,0,83.19,42.325,7986.38,4,1
7,108.8,773.5,4,1,1,Month-to-Month,Electronic check,1,1,110.5,27.2,3094.0,6,0
7,79.87,531.94,2,0,1,One Year,Bank transfer,2,0,75.99,39.935,1063.88,3,0
33,70.22,2249.33,1,1,0,Month-to-Month,Electronic check,0,0,68.16,70.22,2249.33,2,0
23,33.89,734.86,1,1,1,Month-to-Month,Bank transfer,1,0,31.95,33.89,734.86,3,0
19,31.57,608.44,3,1,1,One Year,Bank transfer,1,1,32.02,10.523333333333333,1825.3200000000002,5,0
19,35.43,699.75,2,1,0,Month-to-Month,Electronic check,5,0,36.83,17.715,1399.5,3,0
36,37.18,1384.98,4,1,1,Two Year,Electronic check,2,1,38.47,9.295,5539.92,6,0
29,83.79,2310.76,4,1,1,Two Year,Electronic check,2,0,79.68,20.9475,9243.04,6,1
60,94.1,5961.78,4,1,1,Two Year,Electronic check,4,0,99.36,23.525,23847.12,6,0
2,73.0,138.87,3,0,1,One Year,Mailed check,1,0,69.44,24.333333333333332,416.61,4,0
1,102.9,95.7,1,1,0,Two Year,Electronic check,4,0,95.7,102.9,95.7,2,1
47,119.13,5430.92,4,1,0,Two Year,Bank transfer,0,0,115.55,29.7825,21723.68,5,0
69,102.0,7175.58,1,0,1,One Year,Bank transfer,5,1,103.99,102.0,7175.58,2,0
20,89.49,1661.65,3,1,1,Month-to-Month,Mailed check,0,0,83.08,29.83,4984.950000000001,5,0
11,73.25,829.61,2,1,1,Two Year,Electronic check,0,0,75.42,36.625,1659.22,4,0
2,64.89,139.2,2,0,0,Two Year,Bank transfer,2,0,69.6,32.445,278.4,2,0
67,28.44,1826.65,2,1,0,Month-to-Month,Mailed check,2,1,27.26,14.22,3653.3,3,0
12,59.94,712.12,4,0,1,Month-to-Month,Bank transfer,0,0,59.34,14.985,2848.48,5,0
20,111.01,2099.56,2,1,1,One Year,Mailed check,2,0,104.98,55.505,4199.12,4,0
5,100.8,490.02,4,1,1,Month-to-Month,Mailed check,5,0,98.0,25.2,1960.08,6,0
37,41.61,1392.38,3,1,0,Two Year,Credit card,2,1,37.63,13.87,4177.14,4,0
38,66.66,2762.97,3,1,1,Two Year,Credit card,4,0,72.71,22.22,8288.91,5,0
9,101.67,899.64,4,1,1,Month-to-Month,Electronic check,1,0,99.96,25.4175,3598.56,6,1
53,26.74,1499.1,1,1,1,One Year,Credit card,2,0,28.28,26.74,1499.1,3,0
44,58.74,2399.84,2,0,0,Month-to-Month,Mailed check,0,0,54.54,29.37,4799.68,2,1
24,105.18,2682.02,2,1,1,One Year,Bank transfer,1,0,111.75,52.59,5364.04,4,0
30,60.39,1942.2,2,0,1,Month-to-Month,Bank transfer,1,1,64.74,30.195,3884.4,3,0
59,27.76,1708.42,4,1,1,One Year,Electronic check,0,1,28.96,6.94,6833.68,6,0
14,74.25,1123.33,3,1,1,Month-to-Month,Credit card,0,1,80.24,24.75,3369.99,5,0
9,106.17,891.93,2,0,1,Month-to-Month,Electronic check,3,1,99.1,53.085,1783.86,3,1
40,79.03,3146.33,3,1,0,Month-to-Month,Mailed check,2,0,78.66,26.343333333333334,9438.99,4,0
66,42.63,2881.17,2,0,1,Month-to-Month,Credit card,1,1,43.65,21.315,5762.34,3,0
25,58.42,1488.6,2,0,1,One Year,Electronic check,4,0,59.54,29.21,2977.2,3,0
22,65.01,1533.49,4,1,1,Month-to-Month,Bank transfer,2,0,69.7,16.2525,6133.96,6,0
4,77.93,294.0,1,0,1,Month-to-Month,Bank transfer,4,0,73.5,77.93,294.0,2,0
26,95.94,2332.62,4,0,0,Two Year,Electronic check,1,0,89.72,23.985,9330.48,4,0
58,29.89,1648.11,2,0,1,Two Year,Electronic check,3,0,28.42,14.945,3296.22,3,0
29,108.97,3407.6,2,1,1,Two Year,Electronic check,0,0,117.5,54.485,6815.2,4,1
37,21.23,854.8,1,0,1,Two Year,Mailed check,2,0,23.1,21.23,854.8,2,0
70,57.01,4046.27,3,1,1,Month-to-Month,Mailed check,3,0,57.8,19.003333333333334,12138.81,5,0
18,22.74,409.43,3,0,0,Month-to-Month,Bank transfer,0,0,22.75,7.579999999999999,1228.29,3,0
42,59.3,2543.09,2,1,1,One Year,Mailed check,4,0,60.55,29.65,5086.18,4,0
41,72.58,3045.0,3,1,1,Two Year,Mailed check,3,1,74.27,24.19333333333333,9135.0,5,0
38,71.17,2526.13,2,0,1,Two Year,Credit card,4,1,66.48,35.585,5052.26,3,0
34,36.56,1289.38,1,1,1,Month-to-Month,Mailed check,0,2,37.92,36.56,1289.38,3,1
17,84.57,1423.99,1,1,1,Month-to-Month,Credit card,0,0,83.76,84.57,1423.99,3,0
37,24.48,908.91,2,1,0,Month-to-Month,Mailed check,3,0,24.57,12.24,1817.82,3,0
25,96.19,2178.86,1,1,1,One Year,Bank transfer,4,0,87.15,96.19,2178.86,3,0
27,114.66,3259.62,4,0,0,One Year,Electronic check,1,3,120.73,28.665,13038.48,4,0
57,53.98,3283.27,4,1,0,Month-to-Month,Bank transfer,4,1,57.6,13.495,13133.08,5,0
31,71.72,2276.42,1,1,1,Month-to-Month,Mailed check,2,1,73.43,71.72,2276.42,3,1
6,57.89,364.62,2,1,1,One Year,Electronic check,1,0,60.77,28.945,729.24,4,0
40,20.67,830.55,2,1,0,One Year,Electronic check,2,0,20.76,10.335,1661.1,3,0
12,58.59,719.72,1,1,1,Month-to-Month,Electronic check,1,0,59.98,58.59,719.72,3,0
53,99.17,5145.18,3,1,0,Two Year,Credit card,2,1,97.08,33.056666666666665,15435.54,4,0
71,79.6,5981.51,4,0,1,One Year,Bank transfer,3,1,84.25,19.9,23926.04,5,0
10,30.13,299.39,3,0,1,Two Year,Credit card,1,0,29.94,10.043333333333333,898.17,4,0
45,104.71,4881.78,2,0,1,Two Year,Electronic check,2,1,108.48,52.355,9763.56,3,0
17,73.11,1273.05,2,1,1,Month-to-Month,Bank transfer,4,0,74.89,36.555,2546.1,4,1
26,104.17,2818.01,3,1,1,Month-to-Month,Bank transfer,0,0,108.38,34.723333333333336,8454.03,5,1
62,78.02,5113.17,1,1,1,One Year,Mailed check,4,0,82.47,78.02,5113.17,3,0
46,75.97,3503.51,3,1,1,Month-to-Month,Credit card,2,1,76.16,25.323333333333334,10510.53,5,0
64,30.53,2076.26,3,1,1,Two Year,Credit card,0,0,32.44,10.176666666666668,6228.780000000001,5,0
2,36.74,73.44,4,1,1,One Year,Mailed check,1,0,36.72,9.185,293.76,6,0
54,117.2,6906.79,4,1,0,Two Year,Credit card,1,1,127.9,29.3,27627.16,5,0
65,42.85,2926.0,3,1,1,Month-to-Month,Electronic check,1,1,45.02,14.283333333333333,8778.0,5,0
51,117.75,5610.27,3,1,1,Month-to-Month,Electronic check,3,2,110.01,39.25,16830.81,5,1
53,73.19,4134.77,2,1,0,One Year,Credit card,1,0,78.01,36.595,8269.54,3,0
36,33.58,1221.35,4,1,1,Month-to-Month,Mailed check,1,1,33.93,8.395,4885.4,6,0
26,29.93,853.58,4,1,1,One Year,Bank transfer,4,1,32.83,7.4825,3414.32,6,1
29,40.89,1237.71,2,1,1,Two Year,Credit card,1,0,42.68,20.445,2475.42,4,0
21,112.56,2167.28,1,1,1,Month-to-Month,Bank transfer,2,0,103.2,112.56,2167.28,3,0
11,61.42,661.43,4,1,1,One Year,Mailed check,2,0,60.13,15.355,2645.72,6,0
40,59.54,2389.83,4,0,1,Month-to-Month,Bank transfer,0,0,59.75,14.885,9559.32,5,0
11,51.32,602.8,1,1,1,Month-to-Month,Mailed check,1,0,54.8,51.32,602.8,3,1
36,34.71,1306.88,4,0,1,Two Year,Mailed check,3,0,36.3,8.6775,5227.52,5,0
59,68.79,3952.57,4,1,0,Two Year,Electronic check,3,1,66.99,17.1975,15810.28,5,0
39,33.0,1326.49,1,1,1,Month-to-Month,Electronic check,1,0,34.01,33.0,1326.49,3,1
